epoch,average_precision,accuracy,f1,roc_auc
122,0.9970690503573781,0.9858989424206815,0.991701244813278,0.9862171331636981
123,0.9965829658860625,0.9858989424206815,0.9916897506925207,0.9843617472434266
124,0.9970769769001567,0.9858989424206815,0.991701244813278,0.986248939779474
125,0.9969389107251978,0.9858989424206815,0.991701244813278,0.9857824427480917
126,0.9961350936216826,0.9847238542890717,0.990990990990991,0.9828986429177269
127,0.9965022080750774,0.9858989424206815,0.9916897506925207,0.9842133163698049
128,0.9969758206659416,0.9858989424206815,0.991701244813278,0.9858990670059373
129,0.9962602497634039,0.9847238542890717,0.990990990990991,0.9832485156912637
130,0.9961361129594352,0.9858989424206815,0.9916897506925207,0.9828562340966921
131,0.9962050637376295,0.9870740305522914,0.9923875432525952,0.9830788804071247
132,0.9962748394818027,0.9847238542890717,0.990990990990991,0.983587786259542
133,0.9968911218821097,0.9847238542890717,0.9910034602076124,0.9856340118744699
134,0.9956288909529679,0.9764982373678026,0.9860724233983287,0.9813719253604749
135,0.9968600660742063,0.9870740305522914,0.9923875432525952,0.9857718405428328
136,0.9965848554332004,0.9858989424206815,0.9916897506925207,0.9849554707379135
137,0.9964435524068906,0.982373678025852,0.9895905621096461,0.9844359626802375
138,0.9968878003339334,0.9858989424206815,0.9916897506925207,0.9860793044953351
139,0.9973427108568145,0.9870740305522914,0.9923875432525952,0.9878286683630195
140,0.9959671488030117,0.9800235017626322,0.9881862404447533,0.9835665818490246
141,0.996603669094045,0.9870740305522914,0.9923875432525952,0.985559796437659
142,0.9965323209715153,0.9847238542890717,0.990990990990991,0.9847434266327395
143,0.9972597258080181,0.9870740305522914,0.9923875432525952,0.9874257845631891
144,0.9966005886720987,0.9847238542890717,0.9909784871616932,0.9850190839694657
145,0.9975083308184773,0.9870740305522914,0.9923980649619903,0.9881891433418151
146,0.9962093379133522,0.9847238542890717,0.990990990990991,0.9837574215436811
147,0.9973088084810692,0.9870740305522914,0.9923875432525952,0.987669635284139
148,0.9962619560523126,0.9835487661574618,0.9902777777777778,0.984382951653944
149,0.9965794908585449,0.9858989424206815,0.9916782246879334,0.9853583545377439
150,0.9968133595288322,0.9870740305522914,0.9923769923769924,0.9861959287531807
151,0.9967833663679846,0.9870740305522914,0.9923769923769924,0.9860262934690416
152,0.9966879027804874,0.9847238542890717,0.9909784871616932,0.9856764206955047
153,0.996601566777018,0.9847238542890717,0.9909784871616932,0.9855491942324004
154,0.9961938560343324,0.982373678025852,0.9895760945100764,0.9841391009329941
155,0.9967955394557998,0.9858989424206815,0.9916782246879334,0.9863443596268024
156,0.9973744338380828,0.9882491186839013,0.9930747922437673,0.9885072094995759
157,0.9961788769419355,0.982373678025852,0.9895760945100764,0.98441475826972
158,0.9972461712041488,0.9882491186839013,0.9930747922437673,0.988157336726039
159,0.9963248674172636,0.982373678025852,0.9895760945100764,0.9852735368956743
160,0.997141276886599,0.9894242068155111,0.9937716262975779,0.9875424088210347
161,0.9972334152854024,0.9870740305522914,0.9923769923769924,0.9872455470737913
162,0.9975495810937376,0.9882491186839013,0.9930747922437673,0.9884117896522477
163,0.9975385271342307,0.9882491186839013,0.9930747922437673,0.9883587786259542
164,0.9978418889091322,0.9894242068155111,0.9937716262975779,0.9896204410517387
165,0.9975730215726644,0.9882491186839013,0.9930747922437673,0.9887722646310433
166,0.9977127038114992,0.9894242068155111,0.9937716262975779,0.9892811704834605
167,0.997295142832281,0.9882491186839013,0.9930747922437673,0.987637828668363
168,0.9972361936959531,0.9882491186839013,0.9930747922437673,0.98725614927905
169,0.9968300955181075,0.9835487661574618,0.9902777777777778,0.9857718405428328
170,0.9976602435303588,0.9882491186839013,0.9930747922437673,0.9889737065309585
171,0.9974774544393457,0.9858989424206815,0.9916782246879334,0.988157336726039
172,0.99782099362355,0.9870740305522914,0.9923769923769924,0.9894932145886344
173,0.997960665683537,0.9882491186839013,0.9930747922437673,0.990065733672604
174,0.9979836273005992,0.9882491186839013,0.9930747922437673,0.9901611535199322
175,0.9980175978513871,0.9870740305522914,0.9923769923769924,0.9903519932145887
176,0.9979944359508733,0.9870740305522914,0.9923769923769924,0.990298982188295
177,0.9974871775819723,0.9858989424206815,0.9916782246879334,0.9883799830364716
178,0.9979178539369677,0.9870740305522914,0.9923769923769924,0.9901611535199322
179,0.9983446207953696,0.9894242068155111,0.9937716262975779,0.9919105173876166
180,0.9970569657035607,0.9847238542890717,0.9909784871616932,0.9866836301950807
181,0.9983627609776602,0.9894242068155111,0.9937716262975779,0.9919635284139101
182,0.9974354712969803,0.9847238542890717,0.9909784871616932,0.9879770992366412
183,0.998511568032088,0.9894242068155111,0.9937716262975779,0.9925572519083969
184,0.9977736186740458,0.9858989424206815,0.9916782246879334,0.989334181509754
185,0.9978226128119931,0.9870740305522914,0.9923769923769924,0.9894932145886344
186,0.9981627346684906,0.9870740305522914,0.9923769923769924,0.9910199321458864
187,0.9981103043687999,0.9870740305522914,0.9923769923769924,0.990754877014419
188,0.9981858037519318,0.9870740305522914,0.9923769923769924,0.9910729431721798
189,0.9969880173254444,0.981198589894242,0.9888734353268428,0.9861641221374046
190,0.9985569981823056,0.9894242068155111,0.9937716262975779,0.9927586938083122
191,0.9976723357880454,0.982373678025852,0.9895760945100764,0.9888782866836301
192,0.9979896391184384,0.9870740305522914,0.9923769923769924,0.9901823579304495
193,0.9979103831156068,0.9870740305522914,0.9923769923769924,0.9899067005937234
194,0.9976777138910258,0.9870740305522914,0.9923769923769924,0.9890267175572519
195,0.9977598552154634,0.9882491186839013,0.9930747922437673,0.9894296013570822
196,0.9972420710610689,0.9858989424206815,0.9916782246879334,0.9874681933842239
197,0.9979672850939308,0.9894242068155111,0.9937716262975779,0.9903944020356233
198,0.9976383197922911,0.9882491186839013,0.9930747922437673,0.9890691263782867
199,0.9973681837044789,0.9870740305522914,0.9923769923769924,0.9880513146734521
